15.189052	0.246932	112.330890	0
11.547423	0.348178	45.113757	1
11.096873	0.264138	104.083965	2
14.160397	0.266944	23.250541	3
14.610471	0.230615	111.374180	4
9.038308	0.214835	97.376906	5
42.767787	0.357228	21.934364	6
0.970370	0.166362	2.000803	7
1.327217	0.190425	44.496017	8
1.501634	0.162140	1.589875	9
3.545786	0.189540	1.704853	10
17.195785	0.261889	17.181394	11
42.827936	0.315325	21.805939	12
9.116458	0.224265	8.999464	13
16.843276	0.220167	58.880652	14
5.698624	0.188950	14.332802	15
5.481839	0.185095	13.102084	16
1.467647	0.192194	24.103282	17
9.076306	0.224053	8.941254	18
21.885577	0.228804	11.299337	19
7.875807	0.230807	7.727162	20
4.169902	0.176540	48.657300	21
4.342570	0.186350	21.137619	22
5.729282	0.193361	13.256513	23
5.411006	0.198612	13.059726	24
5.161040	0.204471	33.842136	25
0.299096	0.157412	6.762808	26
17.325195	0.250223	68.410226	27
0.986293	0.170378	2.006565	28
5.017480	0.185186	31.417623	29
5.295637	0.202402	2.947100	30
4.100565	0.189804	18.292334	31
21.279765	0.262481	74.245451	32
2.900737	0.250726	14.040158	33
14.210285	0.282997	23.383278	34
5.058517	0.207566	28.651302	35
5.044438	0.186301	28.696068	36
4.090777	0.223745	13.559805	37
1.538730	0.186360	4.517772	38
11.529405	0.350926	43.607510	39
3.029467	0.190393	13.214826	40
8.286693	0.205324	19.099997	41
0.329043	0.157971	6.984767	42
4.809506	0.366379	8.228096	43
21.266118	0.272237	75.407689	44
2.450786	0.173503	5.531259	45
8.254210	0.220243	15.539808	46
39.969477	0.306012	231.641938	47
4.276327	0.179027	50.108957	48
9.036726	0.221800	9.040106	49
7.736793	0.230458	46.832023	50
5.113860	0.192663	66.523999	51
5.736324	0.199869	48.141893	52
4.615732	0.184250	14.808659	53
7.399411	0.249696	18.972513	54
0.438348	0.164929	0.929772	55
16.431837	0.220119	63.985272	56
20.914849	0.267486	72.336317	57
12.373526	0.291086	39.469706	58
3.336132	0.202441	18.323914	59
10.861664	0.246380	110.044292	60
4.323891	0.218088	7.625066	61
17.101551	0.210538	58.821367	62
1.356304	0.198231	43.847910	63
2.722984	0.170733	14.136355	64
9.269623	0.205438	98.566745	65
11.229288	0.180648	17.387841	66
39.796818	0.299195	232.732482	67
10.159387	0.280237	8.098996	68
4.046448	0.204500	13.407171	69
7.094870	0.289694	25.348365	70
2.949502	0.194096	18.954722	71
8.491558	0.218391	15.748320	72
11.464518	0.262313	3.305756	73
8.721631	0.210147	19.541157	74
3.188086	0.177389	11.096961	75
9.514561	0.229381	20.386773	76
11.025833	0.184321	18.444014	77
11.107446	0.393829	95.236894	78
3.660221	0.227292	4.129241	79
1.480314	0.207678	33.269433	80
3.195476	0.232600	16.108361	81
4.954270	0.250675	67.884977	82
17.114113	0.226138	110.077551	83
4.492010	0.203585	14.167636	84
0.290952	0.161711	7.589440	85
5.360495	0.253806	73.505448	86
34.691391	0.523885	13.192435	87
22.369372	0.285251	65.096971	88
5.063547	0.204531	35.694858	89
17.376739	0.330839	248.173269	90
22.633800	0.292633	75.497313	91
5.087612	0.247548	4.497892	92
0.298079	0.157993	7.412904	93
11.342406	0.217666	3.179034	94
10.823046	0.215877	3.211783	95
2.807072	0.161633	17.993512	96
2.914016	0.189296	9.123971	97
3.440064	0.208225	23.352968	98
10.889075	0.250903	32.746640	99
22.984020	0.250688	72.607522	100
8.783294	0.215903	9.187870	101
1.707576	0.179713	3.404231	102
12.029631	0.233310	69.730187	103
4.790170	0.243751	66.981827	104
14.155968	0.222058	66.008555	105
